player,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,region,league,zscore
kiss,Dead,"['omen', 'viper', 'brimstone']",340,1.1,213.2,1.09,76.0,144.3,0.76,0.42,0.12,0.11,33.0,26.0,ap,challengers,9.972699985405889
Myth,FOC,"['omen', 'kayo', 'brimstone']",270,1.1,199.6,1.03,77.0,125.3,0.6900000000000001,0.48,0.06,0.06,25.0,21.0,ap,challengers,4.844075306730253
ANDY,FC,"['iso', 'jett', 'deadlock']",362,1.08,218.8,1.1,74.0,147.3,0.78,0.28,0.15,0.13,21.0,12.0,ap,challengers,3.31789140201077
MaiShiu,FOC,"['sova', 'fade']",270,1.07,207.7,1.06,70.0,137.1,0.71,0.31,0.11,0.07,28.0,20.0,ap,challengers,3.8353318104246563
vizsla,FOC,"['killjoy', 'viper', 'cypher']",270,1.03,220.8,1.06,69.0,146.9,0.75,0.18,0.11,0.08,29.0,3.0,ap,challengers,0.48696016261201003
RAMEN,AZN,"['gekko', 'cypher', 'killjoy']",362,1.01,183.1,1.01,73.0,122.1,0.63,0.24,0.06,0.04,22.0,13.0,ap,challengers,-2.8799562843595803
Bonobo,FOC,"['jett', 'raze', 'neon']",270,0.92,194.0,0.92,71.0,133.4,0.67,0.16,0.16,0.15,25.0,10.0,ap,challengers,-3.856712714695414
Blessed,FOC,"['kayo', 'viper', 'gekko']",270,0.9,177.6,0.85,69.0,113.1,0.6000000000000001,0.42,0.09,0.11,29.0,5.0,ap,challengers,-5.457905586955153
CHICHOO,EDG,"['killjoy', 'cypher', 'brimstone']",694,1.18,216.2,1.22,76.0,139.3,0.78,0.28,0.09,0.06,29.0,16.0,cn,international,6.871887882098851
Smoggy,EDG,"['viper', 'omen', 'raze']",694,1.1400000000000001,213.0,1.22,76.0,137.7,0.76,0.36,0.07,0.07,28.0,15.0,cn,international,6.184100437221307
ZmjjKK,EDG,"['omen', 'neon', 'jett']",694,1.1,247.4,1.18,69.0,156.6,0.87,0.21,0.22,0.2,24.0,17.0,cn,international,5.836647744756512
Kai,TE,"['jett', 'cypher', 'killjoy']",426,1.1,230.7,1.18,70.0,152.5,0.84,0.18,0.17,0.12,29.0,4.0,cn,international,4.093363114074065
Autumn,FPX,"['yoru', 'cypher', 'kayo']",500,1.08,207.3,1.05,71.0,135.2,0.73,0.27,0.13,0.07,32.0,15.0,cn,international,3.901797971214583
LuoK1ng,TE,"['omen', 'brimstone', 'astra']",426,1.04,187.2,1.03,74.0,121.3,0.6900000000000001,0.36,0.06,0.05,33.0,,cn,international,2.316324550553604
S1Mon,EDG,"['kayo', 'breach', 'fade']",694,0.99,171.1,0.9500000000000001,76.0,114.0,0.61,0.45,0.06,0.04,29.0,20.0,cn,international,1.532972371735859
AAAAY,FPX,"['sova', 'breach', 'kayo']",500,0.97,191.3,1.05,68.0,129.9,0.71,0.29,0.06,0.06,31.0,6.0,cn,international,-1.352234682444952
BerLIN,FPX,"['astra', 'kayo', 'viper']",500,0.96,185.0,0.93,69.0,124.5,0.64,0.36,0.09,0.1,26.0,7.0,cn,international,-3.926067694087981
FengF,TE,"['killjoy', 'raze', 'cypher']",426,0.9500000000000001,202.7,1.03,67.0,135.6,0.72,0.13,0.12,0.12,29.0,15.0,cn,international,-1.745084370304444
nobody,EDG,"['gekko', 'sova', 'skye']",694,0.93,191.1,0.98,72.0,126.5,0.66,0.29,0.08,0.11,33.0,24.0,cn,international,1.150627102410145
Flex1n,BLG,"['omen', 'harbor', 'viper']",339,0.93,183.6,0.96,73.0,120.6,0.64,0.39,0.06,0.09,36.0,15.0,cn,international,0.6252963306240561
whzy,Toe,"['raze', 'jett', 'chamber']",339,0.92,227.1,0.99,65.0,145.4,0.79,0.19,0.19,0.2,22.0,,cn,challengers,-1.307735070622156
heybay,TE,"['breach', 'kayo', 'viper']",426,0.86,163.8,0.81,74.0,106.9,0.5700000000000001,0.42,0.07,0.08,25.0,9.0,cn,international,-5.529160329198403
Lysoar,,"['omen', 'killjoy', 'cypher']",500,0.85,191.3,0.97,70.0,127.3,0.66,0.36,0.05,0.05,20.0,13.0,cn,challengers,-2.436285073425795
Biank,TE,"['sova', 'skye', 'fade']",426,0.8200000000000001,184.8,0.85,64.0,117.0,0.61,0.32,0.09,0.12,16.0,35.0,cn,international,-5.093829917282785
Knight,BLG,"['breach', 'sova', 'killjoy']",339,0.8,177.3,0.86,64.0,119.5,0.61,0.45,0.04,0.06,29.0,8.0,cn,international,-5.141481948951817
nephh,BLG,"['fade', 'kayo', 'sova']",339,0.77,190.5,0.88,58.0,119.7,0.66,0.4,0.08,0.09,20.0,,cn,international,-6.704604854129646
Life,FPX,"['jett', 'raze', 'yoru']",500,0.71,206.3,0.92,61.0,130.0,0.71,0.16,0.19,0.2,32.0,13.0,cn,international,-4.48886374364476
Yosemite,BLG,"['cypher', 'killjoy', 'viper']",339,0.61,181.6,0.8,55.0,122.2,0.61,0.26,0.09,0.09,25.0,,cn,international,-9.41411405418335
Chaos,ALG,"['cypher', 'iso', 'killjoy']",208,,215.4,1.04,,148.7,0.79,0.18,0.15,0.16,,,cn,challengers,1.416691218551795
Link,ALG,"['viper', 'cypher', 'kayo']",208,,165.5,0.71,,112.6,0.56,0.35000000000000003,0.08,0.11,,,cn,challengers,-6.978011554428394
Volay,ALG,"['skye', 'sova', 'astra']",208,,166.9,0.81,,120.2,0.61,0.22,0.06,0.08,,,cn,challengers,-6.267737954489542
Kr1stal,XLG,"['sova', 'kayo', 'viper']",310,,234.6,1.23,,154.7,0.77,0.28,0.1,0.1,,,cn,challengers,5.596047926291275
Rarga,XLG,"['neon', 'jett', 'raze']",310,,267.8,1.35,,173.0,0.96,0.19,0.24,0.17,,,cn,challengers,12.061925582551176
MarT1n,XLG,"['omen', 'viper', 'harbor']",310,,154.3,0.86,,102.1,0.52,0.37,0.06,0.05,,,cn,challengers,-6.122091568363267
MrCANI,XLG,"['breach', 'gekko', 'omen']",310,,181.5,1.03,,116.7,0.68,0.38,0.04,0.03,,,cn,challengers,-0.413088601404036
happywei,XLG,"['cypher', 'killjoy', 'vyse']",310,,202.0,0.97,,131.7,0.68,0.25,0.1,0.1,,,cn,challengers,-0.973663810488762
Persia,SPG,"['omen', 'brimstone', 'clove']",408,1.23,211.5,1.25,75.0,143.2,0.76,0.45,0.08,0.05,33.0,25.0,ap,challengers,11.265826489947747
Karon,GEN,"['omen', 'viper', 'brimstone']",565,1.13,198.0,1.18,78.0,127.1,0.74,0.43,0.09,0.05,34.0,16.0,ap,international,8.200737185053699
t3xture,GEN,"['jett', 'raze']",565,1.12,238.0,1.23,70.0,153.0,0.84,0.17,0.21,0.14,26.0,11.0,ap,international,5.761858355070112
Dambi,SPG,"['neon', 'raze', 'iso']",408,1.11,242.0,1.13,75.0,157.4,0.8300000000000001,0.24,0.18,0.13,23.0,19.0,ap,challengers,7.965590621202153
freeing,RA,"['killjoy', 'cypher', 'viper']",249,1.1,221.4,1.16,69.0,147.5,0.8,0.13,0.12,0.08,34.0,9.0,ap,challengers,3.626623220884452
Meteor,GEN,"['killjoy', 'cypher', 'yoru']",565,1.1,218.5,1.23,72.0,144.9,0.79,0.18,0.1,0.09,31.0,11.0,ap,international,4.131715894662377
Munchkin,GEN,"['kayo', 'viper']",565,1.09,197.5,1.02,78.0,130.1,0.64,0.55,0.09,0.08,21.0,6.0,ap,international,1.950622473007273
Xross,NS,"['killjoy', 'cypher', 'yoru']",357,1.09,202.6,1.17,76.0,131.9,0.74,0.33,0.06,0.04,22.0,13.0,ap,challengers,3.229815819726461
Ivy,SPG,"['viper', 'deadlock', 'sova']",408,1.08,202.4,1.11,80.0,130.5,0.72,0.33,0.09,0.07,31.0,16.0,ap,gc,5.966014755516191
Hermes,DK,"['kayo', 'sova']",249,1.08,202.5,0.99,74.0,136.1,0.66,0.51,0.07,0.08,24.0,9.0,ap,challengers,1.661968488719106
Cloy,NS,"['omen', 'harbor']",357,1.07,201.9,1.09,73.0,130.2,0.73,0.38,0.08,0.08,34.0,15.0,ap,challengers,4.4537418627031045
BuZz,DRX,"['jett', 'neon', 'raze']",666,1.06,235.3,1.13,70.0,149.4,0.8200000000000001,0.15,0.19,0.17,22.0,33.0,ap,international,5.8512912650707065
Flashback,DRX,"['cypher', 'clove', 'killjoy']",666,1.06,212.5,1.12,72.0,138.9,0.76,0.22,0.11,0.07,30.0,20.0,ap,international,4.928338880071369
MaKo,DRX,"['omen', 'viper', 'brimstone']",666,1.03,197.8,1.0,74.0,129.1,0.67,0.39,0.08,0.09,28.0,15.0,ap,international,1.583540860503637
SID,NS,"['viper', 'clove', 'jett']",357,1.03,218.8,1.06,71.0,144.0,0.74,0.24,0.13,0.12,28.0,29.0,ap,challengers,5.101484483305359
margaret,SPG,"['cypher', 'killjoy', 'yoru']",408,1.02,194.7,1.1,72.0,129.5,0.7000000000000001,0.26,0.11,0.12,31.0,17.0,ap,challengers,1.348494341244309
Francis,SPG,"['fade', 'skye', 'yoru']",408,1.0,188.2,0.99,75.0,120.6,0.68,0.39,0.08,0.09,27.0,10.0,ap,challengers,-0.230959737339117
yoman,NS,"['fade', 'kayo', 'sova']",357,0.96,175.9,0.97,71.0,118.2,0.61,0.35000000000000003,0.07,0.08,19.0,16.0,ap,challengers,-4.24142890614167
SeliG,DK,"['raze', 'jett']",249,0.92,199.6,0.9400000000000001,70.0,137.1,0.71,0.15,0.17,0.18,29.0,5.0,ap,challengers,-3.714295210655345
Pkm,NS,"['raze', 'jett', 'iso']",357,0.92,212.4,0.9500000000000001,69.0,135.7,0.73,0.19,0.17,0.16,28.0,22.0,ap,challengers,0.687924778052975
Lakia,GEN,"['sova', 'gekko', 'fade']",565,0.92,165.9,0.92,73.0,111.7,0.5700000000000001,0.34,0.07,0.08,25.0,22.0,ap,international,-3.194261361877325
exy,DK,"['omen', 'viper']",249,0.89,166.4,0.8300000000000001,71.0,111.1,0.59,0.36,0.05,0.1,43.0,15.0,ap,challengers,-2.3845276247502563
BeYN,DRX,"['sova', 'kayo', 'skye']",666,0.88,165.9,0.85,71.0,111.0,0.58,0.26,0.06,0.09,26.0,24.0,ap,international,-5.182370580537394
iNTRO,DK,"['gekko', 'sova', 'breach']",249,0.88,166.6,0.8300000000000001,65.0,114.3,0.59,0.29,0.06,0.08,30.0,15.0,ap,challengers,-6.7537651609664096
Foxy9,DRX,"['kayo', 'breach', 'killjoy']",666,0.88,169.9,0.85,71.0,112.6,0.6000000000000001,0.4,0.06,0.09,30.0,13.0,ap,international,-4.007112272141098
